date,state,roc
2020-04-04,Tennessee,0.137459807073955
2020-04-04,Alaska,0.16084762865792124
2020-04-04,Texas,0.18629238060517683
2020-04-04,Utah,0.1428571428571428
2020-04-04,Mississippi,0.11725955204216065
2020-04-04,West Virginia,0.16297117516629722
2020-04-04,Hawaii,0.0993788819875776
2020-04-04,Massachusetts,0.3405797101449275
2020-04-04,Kansas,0.13478260869565228
2020-04-04,Kentucky,0.21705426356589141
2020-04-04,Idaho,0.24279097564619745
2020-04-04,Louisiana,0.1898734177215189
2020-04-04,Maine,0.12915042737902072
2020-04-04,Indiana,0.11749571183533458
2020-04-04,Minnesota,0.12371134020618557
2020-04-04,Colorado,0.0
2020-04-04,South Carolina,0.16096096096096102
2020-04-04,Florida,0.1212121212121211
2020-04-04,Northern Mariana Islands,0.10564663023679421
2020-04-04,Michigan,0.2077884335948852
2020-04-04,Georgia,0.3700787401574803
2020-04-04,Nevada,0.3877551020408163
2020-04-04,Rhode Island,0.19354838709677424
2020-04-04,Pennsylvania,0.11111111111111116
2020-04-04,Guam,0.09687699171446784
2020-04-04,Ohio,0.12601028655400448
2020-04-04,Puerto Rico,0.12100139082058425
2020-04-04,Maryland,0.08936170212765959
2020-04-04,Iowa,0.30434782608695654
2020-04-04,Montana,0.1473565804274466
2020-04-04,New Mexico,0.05779048396977737
2020-04-04,South Dakota,0.1693548387096775
2020-04-04,Alabama,0.13303571428571437
2020-04-04,Nebraska,0.09090909090909083
2020-04-03,Illinois,0.05491024287222812
2020-04-03,North Dakota,0.10833333333333339
2020-04-03,Washington,0.11035072711719418
2020-04-03,District of Columbia,0.11023622047244097
2020-04-03,Oklahoma,0.1565826707990836
2020-04-03,Oregon,0.13774733637747327
2020-04-03,Delaware,0.2166472189809412
2020-04-03,North Carolina,0.20833333333333326
2020-04-03,Missouri,0.23441396508728185
2020-04-03,Arizona,0.1838454784899035
2020-04-03,New Hampshire,0.3575197889182058
2020-04-03,Vermont,1.3166666666666669
2020-04-03,New Jersey,0.0980392156862746
2020-04-03,New York,0.26746987951807233
2020-04-03,Connecticut,0.18185404339250488
2020-04-03,Wisconsin,0.21146355036171394
2020-04-03,Virginia,0.17452830188679247
2020-04-03,Arkansas,0.16310160427807485
2020-04-03,Virgin Islands,0.22916666666666674
2020-04-03,Wyoming,0.30144135188866805
2020-04-03,California,0.10181818181818181
2020-04-03,Tennessee,0.17455830388692584
2020-04-03,Alaska,0.15090403337969405
2020-04-03,Texas,0.17224953902888762
2020-04-03,Utah,0.09201388888888884
2020-04-03,Mississippi,0.10495283018867929
2020-04-03,West Virginia,0.2869399428026691
2020-04-03,Hawaii,0.11864406779661008
2020-04-03,Massachusetts,0.07567567567567557
2020-04-03,Kansas,0.06609195402298851
2020-04-03,Kentucky,0.16878980891719753
2020-04-03,Idaho,0.12382784323154605
2020-04-03,Louisiana,0.11702127659574457
2020-04-03,Maine,0.12898494904005697
2020-04-03,Indiana,0.17191097467382965
2020-04-03,Minnesota,0.15596330275229353
2020-04-03,Colorado,0.0
2020-04-03,South Carolina,0.13760993274702527
2020-04-03,Florida,0.17671517671517667
2020-04-03,Northern Mariana Islands,0.13673805601317968
2020-04-03,Michigan,0.20235803657362839
2020-04-03,Georgia,0.37356321839080464
2020-04-03,Nevada,0.196078431372549
2020-04-03,Rhode Island,0.17081081081081084
2020-04-03,Pennsylvania,0.07000000000000006
2020-04-03,Guam,0.19058686809994185
2020-04-03,Ohio,0.17063621533442097
2020-04-03,Puerto Rico,0.10049627791563265
2020-04-03,Maryland,0.14453125
2020-04-03,Iowa,0.0
2020-04-03,Montana,0.22450980392156872
2020-04-03,New Mexico,0.021814671814671893
2020-04-03,South Dakota,0.11724137931034484
2020-04-03,Alabama,0.06461780929866046
2020-04-03,Nebraska,0.26041666666666674
2020-04-02,Illinois,0.1091091091091092
2020-04-02,North Dakota,0.07518796992481214
2020-04-02,Washington,0.08859784283513106
2020-04-02,District of Columbia,0.1063829787234043
2020-04-02,Oklahoma,0.14843294885238256
2020-04-02,Oregon,0.11906354515050177
2020-04-02,Delaware,0.13714833759590794
2020-04-02,North Carolina,0.15360501567398122
2020-04-02,Missouri,0.1838383838383839
2020-04-02,Arizona,0.15232868584989623
2020-04-02,New Hampshire,0.15330417881438296
2020-04-02,Vermont,0.05755395683453246
2020-04-02,New Jersey,0.1517857142857142
2020-04-02,New York,0.2718631178707225
2020-04-02,Connecticut,0.1645527369826436
2020-04-02,Wisconsin,0.18419843821773085
2020-04-02,Virginia,0.10240963855421681
2020-04-02,Arkansas,0.12413793103448278
2020-04-02,Virgin Islands,0.14237288135593218
2020-04-02,Wyoming,0.22665648271911398
2020-04-02,California,0.13531353135313529
2020-04-02,Tennessee,0.19434416365824303
2020-04-02,Alaska,0.1688821752265861
2020-04-02,Texas,0.21798400838904186
2020-04-02,Utah,0.09538950715421302
2020-04-02,Mississippi,0.14514407684098196
2020-04-02,West Virginia,0.17037037037037028
2020-04-02,Hawaii,0.10606060606060597
2020-04-02,Massachusetts,0.25125628140703515
2020-04-02,Kansas,0.14914645103324342
2020-04-02,Kentucky,0.13079019073569476
2020-04-02,Idaho,0.19036157466837822
2020-04-02,Louisiana,0.15238095238095228
2020-04-02,Maine,0.10697930744905593
2020-04-02,Indiana,0.04191224623444656
2020-04-02,Minnesota,0.16666666666666674
2020-04-02,Colorado,2.0
2020-04-02,South Carolina,0.15870850386539326
2020-04-02,Florida,0.27031802120141335
2020-04-02,Northern Mariana Islands,0.06811594202898541
2020-04-02,Michigan,0.16169701821092652
2020-04-02,Georgia,0.19665271966527187
2020-04-02,Nevada,0.1598360655737705
2020-04-02,Rhode Island,0.19390581717451516
2020-04-02,Pennsylvania,0.20560747663551404
2020-04-02,Guam,0.31234748657881894
2020-04-02,Ohio,0.22686733556298777
2020-04-02,Puerto Rico,0.14092446448703488
2020-04-02,Maryland,0.0955631399317407
2020-04-02,Iowa,0.0
2020-04-02,Montana,0.20976781425140123
2020-04-02,New Mexico,0.055922917060268196
2020-04-02,South Dakota,0.17901234567901225
2020-04-02,Alabama,0.14877868245743886
2020-04-02,Nebraska,0.14049586776859502
2020-04-08,Illinois,0.14620938628158853
2020-04-08,North Dakota,0.020979020979021046
2020-04-08,Washington,0.132342533616419
2020-04-08,District of Columbia,0.09455128205128216
2020-04-08,Oklahoma,0.13523384396875326
2020-04-08,Oregon,0.11416616855947392
2020-04-08,Delaware,0.07506325555243176
2020-04-08,North Carolina,0.06793478260869557
2020-04-08,Missouri,0.11433447098976113
2020-04-08,Arizona,0.15845025099755428
2020-04-08,New Hampshire,0.14682957657467877
2020-04-08,Vermont,0.03401360544217691
2020-04-08,New Jersey,0.0968992248062015
2020-04-08,New York,0.3318385650224216
2020-04-08,Connecticut,0.10275150472914873
2020-04-08,Wisconsin,0.18541505042668738
2020-04-08,Virginia,0.11839708561020035
2020-04-08,Arkansas,0.13292433537832316
2020-04-08,Virgin Islands,0.10830860534124631
2020-04-08,Wyoming,0.42465753424657526
2020-04-08,California,0.09302325581395343
2020-04-08,Tennessee,0.1743073047858943
2020-04-08,Alaska,0.15869733781338846
2020-04-08,Texas,0.16132156693930266
2020-04-08,Utah,0.07692307692307687
2020-04-08,Mississippi,0.09692451071761421
2020-04-08,West Virginia,0.16075949367088604
2020-04-08,Hawaii,0.10045662100456632
2020-04-08,Massachusetts,0.09638554216867479
2020-04-08,Kansas,0.13995308835027376
2020-04-08,Kentucky,0.15421686746987961
2020-04-08,Idaho,0.14985396540103357
2020-04-08,Louisiana,0.11019283746556474
2020-04-08,Maine,0.10663316106396103
2020-04-08,Indiana,0.16781898177247023
2020-04-08,Minnesota,0.08163265306122458
2020-04-08,Colorado,0.33333333333333326
2020-04-08,South Carolina,0.1393249607535323
2020-04-08,Florida,0.22253129346314315
2020-04-08,Northern Mariana Islands,0.1221166892808685
2020-04-08,Michigan,0.2094745908699398
2020-04-08,Georgia,0.10489510489510478
2020-04-08,Nevada,0.16077738515901063
2020-04-08,Rhode Island,0.20185614849187927
2020-04-08,Pennsylvania,0.2790697674418605
2020-04-08,Guam,0.06656749721085897
2020-04-08,Ohio,0.12494320763289424
2020-04-08,Puerto Rico,0.06422924901185767
2020-04-08,Maryland,0.052959501557632294
2020-04-08,Iowa,0.2333333333333334
2020-04-08,Montana,0.12905360688285894
2020-04-08,New Mexico,0.17838611558418327
2020-04-08,South Dakota,0.1361256544502618
2020-04-08,Alabama,0.11469072164948457
2020-04-08,Nebraska,0.11594202898550732
2020-04-09,Illinois,0.20866141732283472
2020-04-09,North Dakota,0.06849315068493156
2020-04-09,Washington,0.10562500000000008
2020-04-09,District of Columbia,0.08052708638360184
2020-04-09,Oklahoma,0.12323503127792668
2020-04-09,Oregon,0.12178111587982832
2020-04-09,Delaware,0.2853033472803348
2020-04-09,North Carolina,0.1450381679389312
2020-04-09,Missouri,0.15926493108728934
2020-04-09,Arizona,0.1399999999999999
2020-04-09,New Hampshire,0.09606906686260097
2020-04-09,Vermont,0.013157894736842035
2020-04-09,New Jersey,0.12014134275618371
2020-04-09,New York,0.1358024691358024
2020-04-09,Connecticut,0.15711500974658876
2020-04-09,Wisconsin,0.1305628272251309
2020-04-09,Virginia,0.13843648208469062
2020-04-09,Arkansas,0.128158844765343
2020-04-09,Virgin Islands,0.02008032128514059
2020-04-09,Wyoming,0.1253277972027973
2020-04-09,California,0.14893617021276606
2020-04-09,Tennessee,0.18318318318318316
2020-04-09,Alaska,0.1601606067365604
2020-04-09,Texas,0.17403391715318328
2020-04-09,Utah,0.06334231805929913
2020-04-09,Mississippi,0.15378079864061167
2020-04-09,West Virginia,0.15212649945474377
2020-04-09,Hawaii,0.08713692946058083
2020-04-09,Massachusetts,0.08791208791208782
2020-04-09,Kansas,0.06241426611796985
2020-04-09,Kentucky,0.12734864300626314
2020-04-09,Idaho,0.16822977725674093
2020-04-09,Louisiana,0.22828784119106693
2020-04-09,Maine,0.11063624678663242
2020-04-09,Indiana,0.1264800861141011
2020-04-09,Minnesota,0.08805031446540879
2020-04-09,Colorado,0.0
2020-04-09,South Carolina,0.1408887357905615
2020-04-09,Florida,0.1251422070534698
2020-04-09,Northern Mariana Islands,0.08706166868198317
2020-04-09,Michigan,0.19925936476285422
2020-04-09,Georgia,0.19620253164556956
2020-04-09,Nevada,0.08219178082191791
2020-04-09,Rhode Island,0.09395109395109391
2020-04-09,Pennsylvania,0.1333333333333333
2020-04-09,Guam,0.057182705718270554
2020-04-09,Ohio,0.1657915993537964
2020-04-09,Puerto Rico,0.15877437325905297
2020-04-09,Maryland,0.15088757396449703
2020-04-09,Iowa,0.027027027027026973
2020-04-09,Montana,0.178780773739742
2020-04-09,New Mexico,0.05784998481627701
2020-04-09,South Dakota,0.11520737327188946
2020-04-09,Alabama,0.10751445086705202
2020-04-09,Nebraska,0.0844155844155845
2020-04-10,Illinois,0.06319218241042335
2020-04-10,North Dakota,0.08333333333333326
2020-04-10,Washington,0.14132278123233455
2020-04-10,District of Columbia,0.006775067750677488
2020-04-10,Oklahoma,0.0976211313549209
2020-04-10,Oregon,0.09373505499760881
2020-04-10,Delaware,0.0734486266531027
2020-04-10,North Carolina,0.3177777777777777
2020-04-10,Missouri,0.19154557463672384
2020-04-10,Arizona,0.12446393762183239
2020-04-10,New Hampshire,0.06971677559912859
2020-04-10,Vermont,0.44805194805194803
2020-04-10,New Jersey,0.10094637223974767
2020-04-10,New York,0.06324110671936767
2020-04-10,Connecticut,0.16318508535489662
2020-04-10,Wisconsin,0.15050651230101297
2020-04-10,Virginia,0.1244635193133048
2020-04-10,Arkansas,0.12319999999999998
2020-04-10,Virgin Islands,0.19291338582677175
2020-04-10,Wyoming,0.2137100689387319
2020-04-10,California,0.05555555555555558
2020-04-10,Tennessee,0.13306744017403926
2020-04-10,Alaska,0.12824456835223996
2020-04-10,Texas,0.12281948062199066
2020-04-10,Utah,0.09632446134347283
2020-04-10,Mississippi,0.0714285714285714
2020-04-10,West Virginia,0.08424041646947478
2020-04-10,Hawaii,0.0725190839694656
2020-04-10,Massachusetts,0.14141414141414144
2020-04-10,Kansas,0.13492575855390565
2020-04-10,Kentucky,0.1499999999999999
2020-04-10,Idaho,0.14146178290684053
2020-04-10,Louisiana,0.09898989898989896
2020-04-10,Maine,0.1183732122018728
2020-04-10,Indiana,0.14763497372193024
2020-04-10,Minnesota,0.07514450867052025
2020-04-10,Colorado,0.0
2020-04-10,South Carolina,0.12892512077294693
2020-04-10,Florida,0.17189079878665314
2020-04-10,Northern Mariana Islands,0.11234705228031139
2020-04-10,Michigan,0.2007125890736341
2020-04-10,Georgia,0.1957671957671958
2020-04-10,Nevada,0.13361462728551343
2020-04-10,Rhode Island,0.12764705882352945
2020-04-10,Pennsylvania,0.1336898395721926
2020-04-10,Guam,0.07684696569920835
2020-04-10,Ohio,0.1373635891217737
2020-04-10,Puerto Rico,0.14262820512820507
2020-04-10,Maryland,0.18508997429305918
2020-04-10,Iowa,0.10526315789473695
2020-04-10,Montana,0.19741422178020884
2020-04-10,New Mexico,0.0763599827759438
2020-04-10,South Dakota,0.165289256198347
2020-04-10,Alabama,0.10229645093945727
2020-04-10,Nebraska,0.1317365269461077
2020-04-11,Illinois,0.12745098039215685
2020-04-11,North Dakota,0.08284023668639051
2020-04-11,Washington,0.12382367508667658
2020-04-11,District of Columbia,0.14804845222072682
2020-04-11,Oklahoma,0.10191359814438972
2020-04-11,Oregon,0.08220376038478361
2020-04-11,Delaware,0.07562547384382112
2020-04-11,North Carolina,0.13490725126475556
2020-04-11,Missouri,0.10643015521064303
2020-04-11,Arizona,0.06977550489728701
2020-04-11,New Hampshire,0.05624314585618051
2020-04-11,Vermont,0.188340807174888
2020-04-11,New Jersey,0.057306590257879764
2020-04-11,New York,0.02230483271375472
2020-04-11,Connecticut,0.08873225837597754
2020-04-11,Wisconsin,0.11622641509433973
2020-04-11,Virginia,0.10432569974554706
2020-04-11,Arkansas,0.09544159544159547
2020-04-11,Virgin Islands,0.15291529152915295
2020-04-11,Wyoming,0.041120000000000045
2020-04-11,California,0.030701754385964897
2020-04-11,Tennessee,0.1548799999999999
2020-04-11,Alaska,0.0650988411724609
2020-04-11,Texas,0.09898066783831272
2020-04-11,Utah,0.08092485549132955
2020-04-11,Mississippi,0.12577319587628866
2020-04-11,West Virginia,0.0331732867743344
2020-04-11,Hawaii,0.06049822064056931
2020-04-11,Massachusetts,0.11209439528023601
2020-04-11,Kansas,0.0693970420932879
2020-04-11,Kentucky,0.07729468599033806
2020-04-11,Idaho,0.09907982651506275
2020-04-11,Louisiana,0.1470588235294117
2020-04-11,Maine,0.0700395815906798
2020-04-11,Indiana,0.0761865112406328
2020-04-11,Minnesota,0.11290322580645151
2020-04-11,Colorado,0.0
2020-04-11,South Carolina,0.0813051618079701
2020-04-11,Florida,0.07937877480586719
2020-04-11,Northern Mariana Islands,0.06800000000000006
2020-04-11,Michigan,0.1463897131552918
2020-04-11,Georgia,0.05088495575221241
2020-04-11,Nevada,0.14392059553349879
2020-04-11,Rhode Island,0.06885758998435065
2020-04-11,Pennsylvania,0.13207547169811318
2020-04-11,Guam,0.08361408882082699
2020-04-11,Ohio,0.08391714894913194
2020-04-11,Puerto Rico,0.13464235624123422
2020-04-11,Maryland,0.11062906724511934
2020-04-11,Iowa,0.0
2020-04-11,Montana,0.09468438538205981
2020-04-11,New Mexico,0.06480864115215357
2020-04-11,South Dakota,0.15248226950354615
2020-04-11,Alabama,0.0733901515151516
2020-04-11,Nebraska,0.05820105820105814
2020-04-12,Illinois,0.08967391304347827
2020-04-12,North Dakota,0.032786885245901676
2020-04-12,Washington,0.08682238871749659
2020-04-12,District of Columbia,0.08675263774912079
2020-04-12,Oklahoma,0.0762399684252073
2020-04-12,Oregon,0.044848484848484915
2020-04-12,Delaware,0.21691629955947134
2020-04-12,North Carolina,0.16344725111441316
2020-04-12,Missouri,0.09919839679358722
2020-04-12,Arizona,0.10362988170474807
2020-04-12,New Hampshire,0.12103233461880758
2020-04-12,Vermont,0.0037735849056603765
2020-04-12,New Jersey,0.04336043360433606
2020-04-12,New York,0.06363636363636371
2020-04-12,Connecticut,0.0874423554451933
2020-04-12,Wisconsin,0.12373225152129819
2020-04-12,Virginia,0.08986175115207384
2020-04-12,Arkansas,0.1105331599479844
2020-04-12,Virgin Islands,0.00858778625954204
2020-04-12,Wyoming,0.14238512371292456
2020-04-12,California,0.06170212765957439
2020-04-12,Tennessee,0.12080908839013582
2020-04-12,Alaska,0.10695999999999994
2020-04-12,Texas,0.09569500415787124
2020-04-12,Utah,0.05454545454545445
2020-04-12,Mississippi,0.061050061050061055
2020-04-12,West Virginia,0.1499788762146177
2020-04-12,Hawaii,0.07046979865771807
2020-04-12,Massachusetts,0.1618037135278514
2020-04-12,Kansas,0.048404255319148826
2020-04-12,Kentucky,0.06875934230194325
2020-04-12,Idaho,0.09558725503266241
2020-04-12,Louisiana,0.09935897435897445
2020-04-12,Maine,0.07498085989442727
2020-04-12,Indiana,0.1102514506769825
2020-04-12,Minnesota,0.08695652173913038
2020-04-12,Colorado,0.0
2020-04-12,South Carolina,0.10066782092505555
2020-04-12,Florida,0.05995203836930463
2020-04-12,Northern Mariana Islands,0.059925093632958726
2020-04-12,Michigan,0.12812769628990517
2020-04-12,Georgia,0.08000000000000007
2020-04-12,Nevada,0.17353579175704992
2020-04-12,Rhode Island,0.08931185944363107
2020-04-12,Pennsylvania,0.19999999999999996
2020-04-12,Guam,0.06076879592990392
2020-04-12,Ohio,0.1451454264437262
2020-04-12,Puerto Rico,0.027194066749072876
2020-04-12,Maryland,0.060546875
2020-04-12,Iowa,0.04761904761904767
2020-04-12,Montana,0.0914264036418817
2020-04-12,New Mexico,0.05009392611145902
2020-04-12,South Dakota,0.06769230769230772
2020-04-12,Alabama,0.07631230701367442
2020-04-12,Nebraska,0.06499999999999995
2020-04-13,Illinois,0.09576059850374063
2020-04-13,North Dakota,0.1164021164021165
2020-04-13,Washington,0.045012165450121655
2020-04-13,District of Columbia,0.0755124056094929
2020-04-13,Oklahoma,0.0720616099260436
2020-04-13,Oregon,0.049690641918020084
2020-04-13,Delaware,0.1267014190558935
2020-04-13,North Carolina,0.18518518518518512
2020-04-13,Missouri,0.10391978122151313
2020-04-13,Arizona,0.0820791425005507
2020-04-13,New Hampshire,0.2114315956602275
2020-04-13,Vermont,0.03007518796992481
2020-04-13,New Jersey,0.05974025974025965
2020-04-13,New York,0.03418803418803429
2020-04-13,Connecticut,0.10495840809003432
2020-04-13,Wisconsin,0.11191335740072206
2020-04-13,Virginia,0.10782241014799165
2020-04-13,Arkansas,0.059718969555035084
2020-04-13,Virgin Islands,0.21948912015137179
2020-04-13,Wyoming,0.09531176431021726
2020-04-13,California,0.04008016032064132
2020-04-13,Tennessee,0.08059332509270711
2020-04-13,Alaska,0.09864855098648562
2020-04-13,Texas,0.10053126277073976
2020-04-13,Utah,0.08417849898580121
2020-04-13,Mississippi,0.1018411967779056
2020-04-13,West Virginia,0.11572373254959589
2020-04-13,Hawaii,0.0
2020-04-13,Massachusetts,0.12100456621004563
2020-04-13,Kansas,0.06595636732623045
2020-04-13,Kentucky,0.04475524475524484
2020-04-13,Idaho,0.08094426867851068
2020-04-13,Louisiana,0.1574344023323615
2020-04-13,Maine,0.06232897765183032
2020-04-13,Indiana,0.12195121951219523
2020-04-13,Minnesota,0.05333333333333323
2020-04-13,Colorado,0.0
2020-04-13,South Carolina,0.07483146067415736
2020-04-13,Florida,0.10859728506787336
2020-04-13,Northern Mariana Islands,0.04328621908127217
2020-04-13,Michigan,0.11525812619502873
2020-04-13,Georgia,0.11695906432748537
2020-04-13,Nevada,0.13585951940850283
2020-04-13,Rhode Island,0.08288530465949817
2020-04-13,Pennsylvania,0.11111111111111116
2020-04-13,Guam,0.06847855049293905
2020-04-13,Ohio,0.1003680981595092
2020-04-13,Puerto Rico,0.045126353790613694
2020-04-13,Maryland,0.058931860036832484
2020-04-13,Iowa,0.022727272727272707
2020-04-13,Montana,0.15815085158150843
2020-04-13,New Mexico,0.03553965414430538
2020-04-13,South Dakota,0.19020172910662825
2020-04-13,Alabama,0.05655737704918029
2020-04-13,Nebraska,0.03755868544600949
2020-04-16,Illinois,0.13700500682749195
2020-04-16,North Dakota,0.06161137440758302
2020-04-16,Washington,0.057819169577027596
2020-04-16,District of Columbia,0.08024072216649958
2020-04-16,Oklahoma,0.08568985176738875
2020-04-16,Oregon,0.04162829250322342
2020-04-16,Delaware,0.12851818532322334
2020-04-16,North Carolina,0.20258620689655182
2020-04-16,Missouri,0.18909991742361676
2020-04-16,Arizona,0.06452269489110529
2020-04-16,New Hampshire,0.11446046308431623
2020-04-16,Vermont,0.4927007299270072
2020-04-16,New Jersey,0.06127450980392157
2020-04-16,New York,0.018181818181818077
2020-04-16,Connecticut,0.11284965680124004
2020-04-16,Wisconsin,0.07972582972582964
2020-04-16,Virginia,0.09255725190839703
2020-04-16,Arkansas,0.16574585635359118
2020-04-16,Virgin Islands,0.08068269976726139
2020-04-16,Wyoming,0.04581183984279047
2020-04-16,California,0.034682080924855585
2020-04-16,Tennessee,0.2649279341111874
2020-04-16,Alaska,0.10445993948164722
2020-04-16,Texas,0.07262214206142903
2020-04-16,Utah,0.07951356407857801
2020-04-16,Mississippi,0.04595300261096602
2020-04-16,West Virginia,0.09548896937767526
2020-04-16,Hawaii,0.040752351097178785
2020-04-16,Massachusetts,0.09572301425661922
2020-04-16,Kansas,0.10328415040456917
2020-04-16,Kentucky,0.05488621151271755
2020-04-16,Idaho,0.06801603025936598
2020-04-16,Louisiana,0.08942065491183881
2020-04-16,Maine,0.06752150624898556
2020-04-16,Indiana,0.06304347826086953
2020-04-16,Minnesota,0.05907172995780585
2020-04-16,Colorado,0.375
2020-04-16,South Carolina,0.07652101191720684
2020-04-16,Florida,0.036054421768707545
2020-04-16,Northern Mariana Islands,0.04911092294665531
2020-04-16,Michigan,0.12563434371142512
2020-04-16,Georgia,0.08202443280977323
2020-04-16,Nevada,0.17982099267697316
2020-04-16,Rhode Island,0.05585436491518414
2020-04-16,Pennsylvania,0.2281249999999999
2020-04-16,Guam,0.05885286783042387
2020-04-16,Ohio,0.10359054415700264
2020-04-16,Puerto Rico,0.07081174438687388
